,sector,currentPrice,payoutRatio,shortPercentOfFloat,dividendYield,grossMargins,operatingMargins,profitMargins,returnOnAssets,returnOnEquity,debtToEquity,trailingPE,priceToBook,heldPercentInsiders,enterpriseToEbitda,heldPercentInstitutions,numberOfAnalystOpinions,targetMeanPrice
0,,3.893333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Basic Materials,21.221869999999996,0.0406400005,0.024144444777777777,0.015200000333333333,0.232985,-2.7756729499999997,0.036083001,-0.1030320004,-0.16252444555555556,28.74644444444444,18.6361716,2.1284995514285714,0.12734100306,-0.5629000000000008,0.408724009,5.0,42.5175
2,Communication Services,23.387727272727272,0.455075,0.07691333336666666,0.01937142857142857,0.5138718177272728,-0.3428058995454546,0.07156227154545453,-0.003828890966666668,-0.5103731249374999,55.4825,106.52225748125,2.4514010267857143,0.22325809412380954,34.2887,0.45263809952380946,5.933333333333334,46.14666666666667
3,Consumer Cyclical,36.739186206896555,0.07831428735714287,0.06529999987037037,0.0137400001,0.26587069086206894,-2.1952236215172416,-0.017708620172413803,-0.007756896224137932,-0.1814061553076923,233.72875000000002,39.142776606666665,4.882432468708333,0.17392482832762066,7.707357142857142,0.599362416362069,6.923076923076923,47.54230769230769
4,Consumer Defensive,29.70042352941177,0.15414999857142855,0.040342856428571425,0.028333332666666666,0.24443587882352946,-0.04528176452941176,-0.06515352952941177,0.024256153769230772,0.026589230461538455,126.03833333333334,45.633300199999994,2.236540938666667,0.1414268765625,13.171266666666668,0.6356462500000001,6.454545454545454,42.82454545454546
5,Energy,6.289999999999999,0.5518333333333333,0.027866666666666665,0.073,0.23234999666666664,-0.026673333333333344,-0.12201666,-0.021916666666666668,-0.046913333333333335,29.555333333333333,15.041437,0.88822864,0.3719566666666667,27.68466666666666,0.41457331999999997,5.333333333333333,9.78
6,Financial Services,28.60164375,0.1884092596666667,0.02021803259885245,0.042057142740476186,0.104016639609375,0.10726976599999999,0.9646517183203127,0.03627491481355932,0.8526342875423728,434.7765405405405,15.538210597826083,5.772834558333333,0.07491575180787607,-53.12854545454547,0.4981095584594689,4.7,61.52
7,Healthcare,20.056636842105263,0.014989320679611652,0.06996185600515464,0.03970000075,0.18926271991228072,-407.3346909871745,-0.2206820165438597,-0.2172543959454946,-1.042924713033708,61.10217346938773,82.63586943636363,5.1650842759154925,0.1410635454773091,-8.063571428571429,0.5394607263090909,4.910891089108911,60.24108910891089
8,Industrials,39.57821000000001,0.02817037022222222,0.032203703592222216,0.07741999598,0.2918303332333333,-0.09196333313333334,-0.13580300322666664,0.023583571035714283,-0.011009256999999998,314.54267857142855,30.023653,2.653808444916667,0.11053448211379308,-3.960103448275862,0.560444486725517,4.45,60.73749999999999
9,Real Estate,39.20107142857143,0.6964499993750001,0.014484615453846154,0.10090833372500001,0.5370892878571429,0.1090085721428572,-0.11270428742857141,0.009178461938461538,-0.20775583350000004,456.5891538461538,90.8220668,1.72887129,0.07335077107692307,23.281769230769235,0.45060307984615383,7.25,59.676249999999996
10,Technology,57.211887096774205,0.04210819721311475,0.056701695037288134,0.022742857357142855,0.45698080983870976,-0.21877983925322592,-0.18159903110967746,-0.03224624924946428,-0.20216962817962966,390.05407547169807,74.99520163043478,24.757164004800003,0.1429656447193548,-121.8268166666667,0.6183882296419355,8.156862745098039,67.7278431372549
11,Utilities,9.29,0.0,0.1183,0.0,0.99116,0.62703997,-0.16224001,0.03887,-0.111870006,453.188,0.0,0.0,0.16620001,7.635,0.62518,0.0,0.0
