,sector,currentPrice,payoutRatio,shortPercentOfFloat,dividendYield,grossMargins,operatingMargins,profitMargins,returnOnAssets,returnOnEquity,debtToEquity,trailingPE,priceToBook,heldPercentInsiders,enterpriseToEbitda,heldPercentInstitutions,numberOfAnalystOpinions,targetMeanPrice
0,,9.4158,0.0582,0.0007,0.083100006,0.150494,0.126334,-0.000208,0.03453,0.029690001,657.22,0.0,0.0,0.00089,15.893,0.570600015,0.0,0.0
1,Basic Materials,6.61,0.0,0.019983333333333336,0.0,0.15884500166666665,-0.2927916838333333,0.35357,-0.3334200008333333,-2.5889599999999997,72.8554,8.057554,4.520233353333333,0.48846999333333335,45.28733333333334,0.13510834016666667,3.0,15.903333333333334
2,Communication Services,72.32077777777776,1.6698999988888887,0.04023571437857144,0.030600000000000002,0.46105388777777784,-0.18162833988888888,0.0629522233888889,-0.016549999333333336,-0.28487186962500005,116.14233333333333,51.43900882857143,5.015706835,0.16764444762222222,-8.948888888888888,0.5151583303333332,12.142857142857142,120.35000000000002
3,Consumer Cyclical,152.52345454545457,0.04372272618181818,0.09123809566666667,0.020999999833333335,0.3535149988181818,-0.09000408561363635,0.04086045372727273,0.04883454590909091,0.2357895226666666,203.02276190476192,55.156514981818184,8.56424388888889,0.16473363772727276,14.800714285714285,0.6253390928181818,6.95,187.36849999999998
4,Consumer Defensive,90.97815,0.11557333733333335,0.05964999928571429,0.040911111566666665,0.08619948795000001,-1.0828145018500002,-0.027371995100000008,0.000269499325,0.013465001199999998,84.38865000000001,94.0365974,9.383317661538461,0.22946299680250007,86.69940000000001,0.4279304945000001,8.8,114.782
5,Energy,17.25000909090909,0.2857142857142857,0.04954545548181819,0.0423400006,0.3915963640909091,-0.12452909345454545,0.0894590954818182,-0.06511636381818181,-0.037241668,1242.4820000000002,19.685968499999998,2.329361025,0.16757363636363634,28.307636363636366,0.5502090885454546,7.285714285714286,29.92571428571428
6,Financial Services,27.300129861111113,0.19796388944444446,0.024696385670963855,0.03469259275555556,0.11142367979166669,0.008941659902777822,0.4503622071819444,0.004150266738666668,0.07454813024,358.7297200000001,15.520749982456142,30.52973735838234,0.1210434848039394,-5869.215999999999,0.4413828029166971,3.9444444444444446,47.97333333333333
7,Healthcare,21.61938584070797,0.004407476598130841,0.060420224478651655,0.00710000025,0.24246849758407077,-59.348770138070826,-0.229700979009115,-0.44932197099705845,-0.5974265971297873,39.10274736842105,45.8161849,4.514879991066667,0.1358799985913636,-5.42974757281553,0.4745036349372728,5.4375,39.74291666666667
8,Industrials,40.48695652173913,0.12405908772727274,0.04564736857894736,0.019660000000000004,0.2865869556521739,-0.7773352189826087,-0.09916478272608695,-0.02758368397368421,-0.17152054547368425,877.18352173913,31.659599772727276,3.622244310352941,0.17462000224545457,-21.60365217391304,0.44602772727272727,5.2631578947368425,41.25684210526316
9,Real Estate,49.245,2.74325015,0.030066669966666664,0.039380000400000004,0.5259050000000001,0.25501333374999996,0.02712333283333333,0.039048335,0.09547334033333332,112.26083333333334,98.0143215,6.593462991666667,0.20154000333333336,19.796499999999998,0.5267666666666666,9.0,77.64
10,Technology,52.70535614035087,0.02913269192307692,0.061802041489795914,0.01025000005,0.5008682481578948,-0.015429299570175444,-0.05115754412105263,0.021651923442307694,0.043401402825999996,117.72680769230767,120.05271331000002,6.236004426500002,0.12712236284181821,-32.85856363636365,0.5741109079818181,6.886363636363637,75.73795454545453
11,Utilities,11.133333333333333,0.0,0.05845,0.0,0.6666666666666666,-12.96702,0.0,-0.049673333333333326,0.052699998,6.643,3.6821704,0.14039062,0.26734498500000003,-77.8805,0.31122000050000004,0.0,0.0
