,sector,currentPrice,payoutRatio,shortPercentOfFloat,dividendYield,grossMargins,operatingMargins,profitMargins,returnOnAssets,returnOnEquity,debtToEquity,trailingPE,priceToBook,heldPercentInsiders,enterpriseToEbitda,heldPercentInstitutions,numberOfAnalystOpinions,targetMeanPrice
0,,9.409966666666666,0.0,0.0,0.0,0.37117,0.10598666666666666,0.00043333333333333185,-0.0078699999,-0.23860665766666667,209.472,0.0,0.32305655,0.0,12.474,0.0,0.0,0.0
1,Basic Materials,87.26,0.1014,0.116100005,0.0034999999,0.18961499999999998,0.10164000000000001,0.065405,0.056014998999999996,0.07020999750000001,22.0575,62.453873,6.4655995,0.035205,18.717,0.75002002,3.5,81.21
2,Communication Services,21.288750000000004,0.02015714142857143,0.07814285771428572,0.01125,0.5643437625,0.03203249962499999,0.05695750105,0.0290925,0.06479875125000001,86.10175,398.71682200000004,2.32453834,0.24717999750000003,37.606625,0.5244012499999999,12.6,50.8
3,Consumer Cyclical,436.07517777777775,0.0,0.10226249997499999,0.1024,0.28029444111111107,-0.17794889055555557,-0.1776777786666667,-0.04812888853333333,-0.0650800018888889,118.83511111111112,49.734858,5.69869632,0.17758625,1.8570000000000004,0.63607373875,12.285714285714286,626.7114285714285
4,Consumer Defensive,15.56863636363636,0.05169,0.02295555511111111,0.0417000015,0.43878726709090904,0.028659996272727275,0.012976363599999997,0.012654545181818183,0.015218181454545454,162.45663636363636,99.09005525,0.9852830228571428,0.2346749969,5.633727272727273,0.6149880045,4.3,26.681
5,Energy,37.55,0.3154500225,0.0317000005,0.0610499975,0.5453449800000001,0.266069985,0.39240000500000005,0.03474,0.16053499999999998,55.7115,28.4822835,1.1836878,0.2188,16.761,0.302285,2.0,31.835
6,Financial Services,35.98273333333333,0.19027585896551721,0.014232142788214289,0.03265500045,0.16990303115151517,0.34121848393939397,0.26070121009090913,0.02637060654848485,0.14592303330303036,103.08141666666666,99.28046287586207,2.0470756160000003,0.20624354938709677,6.671875,0.43737032400000003,3.611111111111111,40.852222222222224
7,Healthcare,58.5610888888889,0.03283492031746032,0.0724075469245283,0.0223,0.3184779385714287,-0.005626507484126992,-0.06288507900000001,-0.1048198415873016,-0.1955723819714286,531.2216181818181,229.47128664285714,4.859476127500001,0.08882523874128571,7.314372881355932,0.6247893653968252,6.5964912280701755,97.54070175438598
8,Industrials,57.33576923076922,0.2876374991666667,0.04592083288749999,0.01711111111111112,0.29598884884615384,0.023427692461538453,0.012992695307692311,0.017565384538461546,0.02956461603846154,140.3798695652174,40.60621836,4.038605448636363,0.15586160004000002,-1.6021923076923064,0.62693200008,6.294117647058823,93.98823529411764
9,Real Estate,20.840033333333334,0.0,0.0396,0.07556666666666666,0.7307200133333334,0.17109666666666667,-0.09951,0.00916,-0.01815333366666667,105.85633333333332,0.0,1.17746268,0.0015999999333333335,22.039666666666665,0.29907,2.0,11.0
10,Technology,135.72102291666667,0.30945652071739127,0.045197727277272726,0.021249999916666665,0.5153095841666667,0.037313542041666675,0.04712624964583334,0.014747708937500001,0.07413979227083334,37.16263636363635,50.281071607407405,8.876621418604653,0.12110083329166665,20.95208333333333,0.6577935366666666,8.404761904761905,116.70761904761905
11,Utilities,58.93,0.59279996,0.0119999995,0.032599999,0.47307000000000005,0.24208,0.16221000333333332,0.026719999999999997,0.108,146.55566666666667,21.266824999999997,2.1852389,0.015386666666666667,12.367666666666667,0.7579033333333333,18.0,97.59
