,industry,currentPrice,payoutRatio,shortPercentOfFloat,dividendYield,grossMargins,operatingMargins,profitMargins,returnOnAssets,returnOnEquity,debtToEquity,trailingPE,priceToBook,heldPercentInsiders,enterpriseToEbitda,heldPercentInstitutions,numberOfAnalystOpinions,targetMeanPrice
0,Advertising Agencies,11.96,0.0,0.0698,0.0,0.62247998,-0.300359985,-0.29618,-0.100645,-0.30434,72.642,0.0,2.2890558,0.10252,331.53799999999995,0.672615,5.5,26.41
1,Aerospace & Defense,50.4,0.0,0.0247,0.0,0.43523997,0.11321,0.08011,0.03429,0.0509,16.706,38.799076,1.912133,0.01784,23.99,0.95726997,8.0,67.63
2,Agricultural Inputs,0.8092,0.0,0.0233,0.0,0.61353,-0.37113997,-0.41237,-0.113649994,-0.54524,99.988,0.0,4.0059404,0.01761,-15.121,0.87172997,5.0,2.63
3,Airlines,8.04,0.0,0.035099998,0.0,0.17546,-0.09923001,0.07374,-0.01975,0.075430006,154.761,8.516949,0.58476985,0.11609,24.786,0.67691004,5.0,13.2
4,Apparel Retail,473.24,0.0,0.0175,0.0,0.56867003,0.19680999,0.14172,0.16254999,0.31514,29.739,87.81592,23.353731,0.042940002,40.2,0.87121004,29.0,439.36
5,Asset Management,73.985,0.47779998,0.0105,0.034199999999999994,0.0,0.28865,0.20524,0.007900001,0.1102,0.0,21.643785,2.389905,0.0018549999,0.0,0.544800015,14.0,121.79
6,Auto & Truck Dealerships,3.16,0.0,0.085200004,0.0,0.050329998,-0.51597,-0.14140001,-0.41352,-0.27667,14.8,0.0,1.592742,0.22105,-1.718,0.45351002,2.0,7.5
7,Auto Manufacturers,23.84,0.0,0.0,0.0,0.22927,0.07941,0.07345,0.07867,0.23031001,18.011,64.60705,1.8136173,0.0007,4.086,0.36165002,7.0,42.27
8,Auto Parts,40.62,0.3261,0.144099995,0.0191,0.28539001,0.07349,0.039115,0.030059999499999997,0.068805,87.2895,39.256762,1.99579285,0.021285,13.916,1.0645,3.0,44.5
9,Banks—Regional,29.93684545454546,0.2433148148148148,0.012957692230769228,0.03564642849642858,0.0,0.4602121233333334,0.33237757515151517,0.014413333281818182,0.14048757512121215,0.0,14.656842907142863,1.3376216457142858,0.14476866706666666,0.0,0.3991290003333333,3.0434782608695654,34.326521739130435
10,Beverages—Non-Alcoholic,45.315,0.0,0.03469999925,0.0,0.6231599999999999,0.14565000150000001,0.135685,0.06515,0.11721999999999999,12.3855,32.960915,4.82549385,0.15636,-30.164,0.45116003000000005,10.5,55.945
11,Beverages—Wineries & Distilleries,76.0,0.1333,0.17940001,0.0066000004,0.30389,0.17817,0.12673001,0.09056,0.16332,41.254,28.200373,4.622871,0.42812002,15.741,0.81521004,3.0,73.33
12,Biotechnology,24.722145,0.0,0.049433333277777776,0.0,0.088361999,0.049575999999999995,0.050542500000000004,-0.21543449900000003,-0.379645996,6.388529411764706,66.39411333333334,4.807359099999999,0.13096949967500002,1.8549444444444443,0.49547600495,6.352941176470588,117.61882352941176
13,Broadcasting,54.74285714285714,0.12037142285714285,0.03110000007142857,0.011066666666666667,0.4853228500000001,0.16659428571428572,-0.019318572857142852,0.03370857142857143,-0.03136857514285713,247.55957142857142,8.900707,2.1894592,0.2556614267142857,15.395428571428571,0.6304286057142858,6.25,83.87
14,Capital Markets,263.315,0.2645,0.0264,0.00655,0.468895,0.30619,0.22968499,0.11301,0.30676000000000003,95.9555,36.9912995,11.0108235,0.01759500015,24.713,0.97755,9.5,340.465
15,Chemicals,44.12,0.072399996,0.0,0.0116,0.23396999,0.11941,0.064169995,0.050219998,0.1882,151.834,0.0,2.6411254,0.0037099998,7.631,0.84567,12.0,45.83
16,Coking Coal,11.15,0.0,0.0146,0.0,0.17478001,-0.0365,0.02172,-0.0196,0.025220001,7.254,0.0,2.829231,0.17399,39.767,0.65081,5.0,8.85
17,Communication Equipment,10.239999999999998,0.0,0.046300000025,0.0,0.34097000499999996,-0.012190000749999997,-0.0174675,-0.014334999999999999,-0.12410999949999998,56.489,10.084156,2.664789266666667,0.3189825055,5.2245,0.3570200275,3.0,17.49
18,Confectioners,62.34,0.4172,0.0095999995,0.023699999,0.40445,0.17994,0.15494001,0.047930002,0.16114001,71.47,23.613636,3.2342412,0.00121,16.295,0.78441,22.0,70.78
