,industry,currentPrice,payoutRatio,shortPercentOfFloat,dividendYield,grossMargins,operatingMargins,profitMargins,returnOnAssets,returnOnEquity,debtToEquity,trailingPE,priceToBook,heldPercentInsiders,enterpriseToEbitda,heldPercentInstitutions,numberOfAnalystOpinions,targetMeanPrice
0,,0.0518,0.0,0.0,0.0,0.0,0.0,0.0,-0.26149,-0.45407,1.22,0.0,0.022327587,0.0,0.0,0.0,0.0,0.0
1,Advertising Agencies,16.47,0.0,0.0251,0.0,0.121920004,0.02407,0.04072,0.02155,0.085480005,4.794,40.970146,3.0602005,0.07169,32.035,0.90996003,5.0,26.15
2,Aerospace & Defense,14.716133333333334,0.0,0.06105,0.0364,0.34440665333333326,0.09504666666666667,0.10041333333333334,0.032456667333333335,0.078446666,4.127,80.0,8.142418150000001,0.144400001,95.19766666666668,0.428945,3.0,14.25
3,Airports & Air Services,47.27,0.0,0.0,0.0,0.58048,0.43861,0.27187002,0.10827,0.18314,42.688,23.72992,0.18983327,0.0,0.818,0.08713,6.0,56.5
4,Apparel Retail,111.41,0.0,0.2554,0.0,0.33111,0.042140003,0.05171,0.0401,0.78696996,332.226,83.32835,11.24445,0.052529998,13.0,1.06403,6.0,124.67
5,Asset Management,5.84,0.0,0.0,0.0,0.76965,-0.38275,-0.24252,-0.101569995,-0.13337,9.683,0.0,0.99743813,0.0,-2.221,0.00021,0.0,0.0
6,Banks—Regional,28.65684634146341,0.23658718005128207,0.0112424999725,0.026052940973529417,0.0,0.3987107315853659,0.28093365731707315,0.010624146307317077,0.0958373177317073,0.0,22.479314910526305,1.2676959984615384,0.18181775022749996,0.0,0.45995700250000005,4.76,33.947199999999995
7,Beverages—Non-Alcoholic,163.42,0.6997,0.0069,0.0279,0.54295,0.15678,0.11005,0.08035,0.59039,274.698,30.251759,16.193024,0.0014399999,18.24,0.73237,20.0,165.55
8,Biotechnology,34.74707586206897,0.0,0.07062222122222223,0.0,0.0920741372413793,0.05056379310344828,0.04551000137931034,-0.21069793086206895,-0.4286144785172413,12.774840000000001,49.688186,56.71396723625,0.10564586344827587,-2.748538461538461,0.5380999991034482,6.25,64.74875
9,Building Products & Equipment,8.43,0.0,0.0005,0.0,0.14145,-0.11384,-0.06905,-0.05628,-0.11724,62.951,0.0,1.4108788,0.11559,-15.617,0.27701,0.0,0.0
10,Communication Equipment,31.296666666666667,0.6666666666666666,0.048466666666666665,0.038900003,0.49479,-0.08297000016666668,-0.11112000066666666,-0.03695333336666667,-0.16183666533333332,48.035666666666664,31.322752,12.0868231,0.08761999866666668,8.626666666666667,0.72255,3.6666666666666665,29.849999999999998
11,Computer Hardware,5.29,0.0,0.0044,0.0,0.33696,0.02627,0.02181,0.01939,0.03416,13.254,78.95522,2.5118709,0.25786,32.525,0.31272,5.0,8.3
