,sector,currentPrice,payoutRatio,shortPercentOfFloat,dividendYield,grossMargins,operatingMargins,profitMargins,returnOnAssets,returnOnEquity,debtToEquity,trailingPE,priceToBook,heldPercentInsiders,enterpriseToEbitda,heldPercentInstitutions,numberOfAnalystOpinions,targetMeanPrice
0,,1.08,0.0,0.004,0.0,0.21247,-0.03403,0.00794,-0.01706,0.07287,411.927,0.76428574,3.1034484,0.72914004,3072.14,0.015269999,0.0,0.0
1,Basic Materials,43.44552857142857,0.18581666666666666,0.032083333495,0.017233333833333333,0.22838714142857144,0.05703000078571428,0.03445285728571428,0.04508285742857143,0.06470857271428572,47.7405,128.4504284,3.4799205499999992,0.350407142,42.50342857142857,0.42844571857142855,3.0,120.25
2,Communication Services,41.6642105263158,0.07625,0.03282142849928572,0.0413000025,0.5402047384210528,-0.020008947052631582,0.18535105368421054,-0.029923684636842113,-0.023777891157894724,116.75068421052629,43.38213107999999,2.18282161875,0.12474841867894737,-19.875263157894736,0.5830294748315789,7.0,65.16285714285713
3,Consumer Cyclical,31.952083333333334,0.08671666666666666,0.04914347867347825,0.01778,0.2853320830833333,0.030481664541666665,0.028523332249999995,0.051547500124999986,0.12103208479166665,66.014,69.42911416428572,2.408597785,0.29497791670833334,27.23533333333333,0.40892750125,4.722222222222222,51.077222222222225
4,Consumer Defensive,51.324666666666666,0.2513428532857143,0.03902142846428571,0.018312500000000002,0.367489994,0.10430266608,0.027900000466666675,0.05646933278,0.08236800120000001,38.91799999999999,177.8781329272727,2.529006637857143,0.1900059936533333,-19.459857142857146,0.67466333,6.454545454545454,67.19636363636363
5,Financial Services,43.00435882352942,0.24463437978125002,0.03231724151517242,0.025885714285714286,0.10834323323529413,0.3500997061764706,0.2609108809117647,0.014781470549999998,0.09663353008823529,37.836499999999994,14.664456968965522,1.675965653125,0.17999151454545456,12.676714285714285,0.49100091084848485,4.045454545454546,46.47863636363637
6,Healthcare,59.588909090909105,0.005363636363636363,0.079829999942,0.0082,0.3566278172727272,0.007984727199999998,-0.03954109178181819,-0.08236618210181822,-0.16822418271090905,22.22801886792453,242.33106594736833,6.166622974318182,0.14027163714363639,8.412407407407409,0.6831214579272725,6.979591836734694,101.66367346938775
7,Industrials,50.79550833333334,1.2325666670833335,0.023804347949130444,0.03204285728571429,0.2626279179166667,-0.01425875154166667,-0.0128833339875,0.01791624979166667,0.02991250049999999,40.45113043478261,76.87251272222221,3.4813294574999993,0.15231750405416666,21.780208333333338,0.6875604129166666,5.842105263157895,58.43526315789474
8,Real Estate,40.15478888888888,0.893050025,0.015939999920000003,0.043162499874999996,0.71380334,0.30785110777777774,0.020878885222222223,0.018502222555555555,0.014684442888888887,145.3636666666667,27.848664333333335,3.2860915499999996,0.060905555444444454,32.88355555555555,0.4221144464444444,3.8,52.65
9,Technology,71.16624999999998,0.0736512835897436,0.056583333716666656,0.01865454518181818,0.4221137546249999,0.04776574964999995,0.0412644995,0.03062924935124999,0.06726475040000002,54.20646153846153,85.95754263043479,5.408500281428572,0.1345125004575,-255.23607499999997,0.5808310066,7.4411764705882355,81.87764705882354
10,Utilities,40.28,0.626,0.0135,0.039449999,0.44093499999999997,0.21901500499999998,0.182595005,0.027145000000000002,0.099065,102.207,11.79508125,1.24359599,0.000475,10.1975,0.5622199999999999,9.0,62.11
