,industry,currentPrice,payoutRatio,shortPercentOfFloat,dividendYield,grossMargins,operatingMargins,profitMargins,returnOnAssets,returnOnEquity,debtToEquity,trailingPE,priceToBook,heldPercentInsiders,enterpriseToEbitda,heldPercentInstitutions,numberOfAnalystOpinions,targetMeanPrice
0,Aerospace & Defense,14.965,0.0221,0.046549996999999996,0.0149,0.28578000000000003,0.132455,0.09006999999999998,0.182329985,0.34063,19.6415,0.0,0.71106714,0.017875000500000002,-224.722,0.6692450000000001,5.0,31.8
1,Airlines,61.973333333333336,0.0,0.070000001,0.0,0.14627999900000002,-0.19391998566666666,-0.15236333333333332,-0.016180000666666666,0.0025400033333333274,124.94866666666665,0.0,3.21426585,0.008346666666666667,-15.761666666666665,0.7833666666666667,5.333333333333333,80.08333333333333
2,Apparel Manufacturing,25.24,0.17719999,0.0126,0.0195,0.35904,0.104169995,0.068909995,0.09014,0.19351,54.068,8.2054615,1.9531068,0.30803,7.658,0.41437,1.0,34.0
3,Apparel Retail,81.895,0.10545000199999999,0.0718,0.009600000000000001,0.34574499999999997,0.12599,0.08474000000000001,0.118424995,0.35928498,101.983,28.685949,6.73785915,0.1987,10.643,0.78344498,13.0,94.11
4,Asset Management,33.04,0.28486666,0.027800000000000002,0.02765,0.6953433166666666,0.2839900066666667,0.23302000166666667,0.093193328,0.16094000333333333,16.528000000000002,17.977716,2.736640333333334,0.09565333333333333,10.6225,0.7827066666666666,3.6666666666666665,40.9
5,Auto & Truck Dealerships,55.724999999999994,0.1908,0.00859999975,0.01675,0.19399,0.04501,0.03571,0.04701,0.14005,81.173,22.9888625,2.364134,0.26492499975,8.548,0.6978850050000001,4.0,59.0
6,Auto Parts,23.275000000000002,0.0,0.0074499995,0.0,0.147615,0.035275,0.0303300015,0.036965,0.11793500000000001,50.9945,28.2016045,2.6420821,0.268555,16.1755,0.40426002699999997,1.0,65.0
7,Banks—Regional,65.07666,0.19227187568750004,0.01764242400606061,0.024655555318518513,0.0,0.41669542725714287,0.3036034257142856,0.012786285771428577,0.12146771357142858,0.0,16.360704034482755,1.6808035621875,0.11054121226060609,0.0,0.5482151539393939,4.481481481481482,72.31037037037038
8,Biotechnology,24.474494999999997,0.0171,0.055930000525,0.0162,0.2659275,0.0530770015,0.022376999999999998,-0.11005949950000002,-0.2254880005,22.278117647058824,19.6441182,4.11535873,0.15260049945009999,-19.75435,0.637404496,6.105263157894737,49.235789473684214
9,Broadcasting,13.8625,0.013225,0.081075000625,0.009250000000000001,0.25284001,0.11654500000000001,0.05912,0.0717649979,0.156055,99.95875000000001,32.7130935,0.9482797233333334,0.40003499000000003,7.183249999999999,0.46722750250000006,4.5,15.12
