,sector,currentPrice,payoutRatio,shortPercentOfFloat,dividendYield,grossMargins,operatingMargins,profitMargins,returnOnAssets,returnOnEquity,debtToEquity,trailingPE,priceToBook,heldPercentInsiders,enterpriseToEbitda,heldPercentInstitutions,numberOfAnalystOpinions,targetMeanPrice
0,Basic Materials,16.381533333333334,0.22363334266666668,0.013600000000000001,0.0168,0.26327833,-0.035334995,-0.042691667999999995,-0.09471333766666663,-0.19444666583333328,78.21600000000001,0.0,28.556431516666663,0.12699833996666665,31.0645,0.5381833283333333,4.833333333333333,16.653333333333332
1,Communication Services,101.22749999999998,0.09716666333333335,0.03777999995,0.01065,0.5035841591666667,0.09287583750000002,-0.02489416666666666,0.020858332416666663,-0.017540002166666662,173.17683333333335,34.637961125000004,3.9960807249999997,0.17116999899999996,67.65233333333335,0.6325775216666666,14.222222222222221,127.32777777777775
2,Consumer Cyclical,127.18737368421051,0.38881111111111116,0.06377333258,0.05079999999999999,0.3705268451578947,-0.001711053105263164,-0.00740736847894736,0.018698947052631577,0.045965261684210515,124.43776470588236,42.6280779,6.4266671933333335,0.17413210345263158,23.704947368421045,0.6492747410421054,8.2,205.52666666666667
3,Consumer Defensive,30.871818181818185,0.11812727272727272,0.0427666675888889,0.02284999985,0.43935090545454547,0.11239272663636363,0.10175727363636365,0.07017999972727273,0.20741909090909091,37.48109090909091,20.068520999999997,3.748917649999999,0.25359364109090915,2.785545454545455,0.44383001908999997,8.571428571428571,43.51428571428572
4,Energy,16.46333333333333,0.0,0.02753333333333333,0.0,0.18973666,0.0058599993333333334,0.02070999966666667,-0.018206666,0.02617999666666666,20.18166666666667,19.214287,3.744449,0.2293166666666667,-932.712,0.7198633433333333,4.0,18.946666666666665
5,Financial Services,53.46395531914892,0.21328461461538462,0.013710526352631579,0.03085945945675676,0.10440212787234043,0.4042976607872342,0.28721276578723404,0.02505829779361702,0.1423644680638298,63.51460000000001,16.567198589743587,2.1032092765000003,0.16319181868409088,12.458818181818181,0.4578143200227273,4.666666666666667,61.215333333333334
6,Healthcare,41.845455769230774,0.0050411764705882356,0.05612708366666666,0.0530499975,0.32904941826923084,-0.06179057825,-0.06812326746153846,-0.11769134574038463,-0.24636211353846152,24.99404081632653,210.03801765833336,6.047280245945945,0.14523076806730767,9.446340000000001,0.5830700009423077,6.075,97.42025000000001
7,Industrials,65.32682777777778,0.16348332777777777,0.034205555222222225,0.013816666933333334,0.3071505541666666,0.060846665999999994,0.03328777605555556,0.02644666766666667,0.012554444555555558,43.84311764705883,38.771290928571425,3.92112464,0.1259683332777778,6.745166666666666,0.6943433253333334,4.857142857142857,87.18857142857142
8,Real Estate,19.810000000000002,0.196075,0.006674999950000001,0.07279999885714286,0.7295733722222222,0.4264955255555556,0.25618444444444444,0.026672223399999997,-0.06711666333333331,185.63911111111108,18.87839885,2.42383001,0.21623374499999998,87.84025,0.18002625044999998,8.0,4.81
9,Technology,100.19415094339624,0.28347199827999997,0.0455040812,0.031235293952941178,0.5100964147169813,-0.001802452490566051,-0.017428301830188668,0.0043626420188679245,-0.040189244811320725,56.09588679245284,256.43043275862067,9.524237471111109,0.1110539203988235,-10.749000000000002,0.6412617617647057,10.692307692307692,129.60615384615386
10,Utilities,66.04,1.04955,0.035975,0.02195,0.50666,0.19722000250000002,0.1318775035,0.02453000025,0.06005000125,119.69175,30.70230533333334,6.639376374999999,0.15748499997499998,31.77625,0.6361425,5.5,73.0725
