,sector,currentPrice,payoutRatio,shortPercentOfFloat,dividendYield,grossMargins,operatingMargins,profitMargins,returnOnAssets,returnOnEquity,debtToEquity,trailingPE,priceToBook,heldPercentInsiders,enterpriseToEbitda,heldPercentInstitutions,numberOfAnalystOpinions,targetMeanPrice
0,,0.0518,0.0,0.0,0.0,0.0,0.0,0.0,-0.26149,-0.45407,1.22,0.0,0.022327587,0.0,0.0,0.0,0.0,0.0
1,Basic Materials,49.5575,0.1099,0.04465,0.015099999999999999,0.329709995,0.187097505,0.17443,-0.0443300025,-0.0714024925,1.0939999999999999,29.255027499999997,5.060341333333334,0.03202249905,-1220.16175,0.5444625,9.666666666666666,87.70666666666666
2,Communication Services,14.795000000000002,0.0,0.012583333666666668,0.0,0.21201249925000004,-0.17543751000000002,0.025107500500000005,-0.0060962499937500005,0.037012500625,134.8585,39.325461,3.0715687625,0.1996500013625,5.339714285714285,0.42112125375,3.0,17.630000000000003
3,Consumer Cyclical,67.93318181818182,0.16044762857142858,0.09335714276190477,0.027616666666666668,0.3701668154545454,-0.0019777267681818163,-0.04665227298636363,0.03230772718181817,0.07714590736363637,200.88085714285717,47.18238344166667,6.775151021176471,0.17161545654545454,-12.886636363636365,0.6791890863863635,9.0,89.13157894736844
4,Consumer Defensive,43.58749999999999,0.114975,0.05532857135714284,0.0184,0.304028752375,0.034982499875,-0.06379750249999999,0.035920000875000004,-0.025821255000000008,151.16199999999998,25.01299966666667,3.740553117142858,0.2112112574875,1.4941249999999995,0.49637376247500004,8.8,60.914
5,Energy,25.46111111111111,8.013233333333334,0.04732222233333334,0.049459999000000004,0.3427744447777778,-0.09936000222222222,-0.07095889000000001,-0.004981110333333334,0.008877778666666666,71.18233333333335,16.4641735,1.4690810477777778,0.257214444,4.979333333333333,0.5528366633333334,12.857142857142858,28.751428571428573
6,Financial Services,31.44726078431372,0.20013125025,0.012434042527659568,0.026849999725000004,0.11131019666666665,0.34140156786666664,0.2416339212549019,0.012947843266666667,0.08676392190196076,62.52012499999999,27.263378613333337,1.588686040625,0.16646775483877552,30.224571428571426,0.46740755367346937,6.387096774193548,45.60387096774193
7,Healthcare,42.493829999999996,0.03649661067796609,0.0742964281785714,0.06309999520000001,0.26729016749999995,0.04082849970000001,0.023415667733333336,-0.08478399969166668,-0.18671799648333334,52.3978888888889,299.2049947,26.455935202000006,0.11999800021666666,19.19135087719298,0.6219294962333335,6.392156862745098,64.6313725490196
8,Industrials,37.08334848484849,1.2768965518965518,0.028396666427999998,0.03483846115384615,0.274513636909091,0.014046060787878784,-0.005489091493939391,0.028030908839393947,0.07184757453636363,77.98465625000001,51.42437876842106,4.426699959655173,0.25586374971875,-7.178787878787883,0.433645000625,4.583333333333333,42.01958333333334
9,Real Estate,36.35000000000001,1.0424500016666667,0.057133333333333335,0.045725,0.4629171491428571,0.11607714282857143,0.025524284071428573,-0.009008571428571432,-0.06075856828571429,153.65085714285715,48.726892,3.4875030800000006,0.07082000107142856,31.86357142857143,0.6838128628571428,7.857142857142857,42.76142857142857
10,Technology,61.56333333333334,0.18457179512820515,0.05160857145714286,0.019960000904000002,0.5424299979487179,0.024573332525641027,-0.00577307646153846,0.01650461507435897,0.01733974361538461,34.35297222222221,64.01203072173914,6.8250791505,0.13634333096153847,15.95364102564102,0.7246802457384616,7.617647058823529,78.83764705882355
11,Utilities,27.302500000000002,0.27585,0.030300000250000004,0.03005,0.32118250000000004,-0.05184000250000001,0.1245275125,-0.043614999999999994,-0.07642249875000001,72.59225,21.788737666666666,2.688130375,0.06360749900000001,16.842,0.45746751750000003,2.0,37.01
